Location,Date,Temperature,Humidity,Precipitation,Wind Speed,Weather Forecast
Kerala,2001-10-01,34.8,24,31.5,3.0,Cloudy
Tripura,1988-01-01,31.7,46,33.2,6.2,Sunny
Meghalaya,2001-12-01,37.9,48,128.4,3.6,Stormy
Andhra Pradesh,2023-08-01,36.9,49,75.4,12.7,Sunny
Chhattisgarh,2007-08-01,16.1,63,296.4,13.8,Foggy
Manipur,2014-12-01,39.2,29,240.3,0.2,Sunny
Tripura,2018-08-01,22.4,61,257.9,1.6,Foggy
Tamil Nadu,2011-08-01,18.4,82,94.6,11.5,Rainy
Uttarakhand,2013-04-01,19.0,22,159.4,12.4,Cloudy
Jharkhand,1992-02-01,38.4,53,236.1,7.4,Rainy
Jharkhand,1986-02-01,20.8,79,192.5,1.7,Stormy
Manipur,2018-08-01,26.3,32,180.6,2.9,Cloudy
West Bengal,2017-07-01,14.0,28,244.8,12.9,Sunny
Sikkim,2007-10-01,28.2,91,202.1,0.8,Sunny
Gujarat,2005-04-01,27.6,34,281.9,2.6,Foggy
West Bengal,2002-10-01,24.2,65,165.6,2.5,Sunny
Nagaland,1986-01-01,15.6,26,226.4,10.1,Rainy
Meghalaya,2000-11-01,23.1,73,79.6,14.7,Rainy
Haryana,1995-10-01,12.7,55,287.0,2.7,Rainy
Chhattisgarh,2009-02-01,24.0,74,163.0,5.8,Sunny
Haryana,2013-08-01,33.9,59,247.4,5.9,Rainy
Karnataka,2002-02-01,22.3,89,295.1,9.6,Cloudy
Tripura,2009-09-01,10.5,49,277.1,13.7,Foggy
Chhattisgarh,2008-11-01,28.4,40,248.6,5.8,Sunny
Rajasthan,1995-12-01,29.7,49,78.7,12.3,Sunny
Uttarakhand,1992-12-01,19.8,54,196.0,5.9,Foggy
Arunachal Pradesh,2001-12-01,22.5,32,89.5,3.9,Cloudy
Telangana,2019-08-01,21.4,60,264.9,7.5,Foggy
West Bengal,2019-08-01,25.3,96,178.7,12.8,Foggy
Arunachal Pradesh,1987-05-01,39.8,67,141.5,11.9,Rainy
Manipur,2021-01-01,22.2,98,207.4,8.6,Cloudy
Tamil Nadu,1985-06-01,36.7,92,207.1,5.0,Stormy
Odisha,1995-02-01,38.5,51,241.6,14.0,Stormy
Sikkim,2011-01-01,28.8,55,50.5,6.4,Foggy
Kerala,1998-12-01,36.1,82,211.5,11.5,Rainy
Himachal Pradesh,2016-07-01,16.6,85,279.9,2.8,Foggy
Sikkim,2004-06-01,32.7,22,98.4,7.8,Cloudy
Himachal Pradesh,1986-07-01,31.8,77,292.3,1.5,Cloudy
Jharkhand,2007-09-01,34.1,55,280.3,7.4,Foggy
Odisha,1994-05-01,10.5,55,280.7,9.2,Sunny
Haryana,2009-11-01,22.8,46,274.5,1.6,Rainy
Karnataka,1985-10-01,33.8,73,267.3,14.1,Stormy
Chhattisgarh,1993-08-01,19.9,28,163.0,5.8,Stormy
Chhattisgarh,2015-08-01,17.5,95,158.8,0.4,Sunny
Tripura,2013-03-01,22.6,21,254.3,7.7,Rainy
Assam,1986-12-01,25.7,36,26.7,1.0,Foggy
Odisha,2012-06-01,24.0,57,255.8,0.3,Foggy
West Bengal,2006-08-01,30.1,42,62.6,11.6,Foggy
Nagaland,2013-08-01,12.9,42,274.3,13.6,Foggy
Andhra Pradesh,2003-06-01,19.2,71,4.0,10.6,Stormy
Nagaland,2016-05-01,11.6,70,54.3,14.5,Stormy
Karnataka,1986-06-01,35.9,72,141.6,14.3,Sunny
Tamil Nadu,1998-06-01,31.2,93,270.4,9.7,Cloudy
Tripura,2021-07-01,26.1,30,112.4,3.0,Cloudy
Jharkhand,2002-10-01,12.8,98,148.0,12.6,Foggy
Rajasthan,1986-03-01,25.1,21,227.1,6.3,Rainy
Jharkhand,2001-09-01,11.3,95,201.7,1.1,Foggy
Madhya Pradesh,1995-03-01,26.1,86,100.8,5.3,Rainy
Uttarakhand,1993-08-01,23.3,88,136.1,10.0,Foggy
Tamil Nadu,1995-04-01,36.6,28,212.8,14.8,Rainy
Meghalaya,2005-10-01,29.3,92,20.9,2.7,Foggy
Uttarakhand,2016-08-01,21.6,21,132.4,2.4,Stormy
Nagaland,2020-05-01,24.3,84,123.6,10.4,Sunny
Chhattisgarh,2015-04-01,28.9,53,79.2,4.6,Stormy
Manipur,1990-04-01,34.5,63,167.4,0.1,Stormy
Haryana,1990-02-01,26.6,71,252.2,12.9,Foggy
Rajasthan,1990-09-01,39.2,37,210.8,13.4,Stormy
Madhya Pradesh,2017-01-01,25.9,59,107.5,7.5,Cloudy
Odisha,1996-07-01,36.0,84,195.1,4.6,Cloudy
Karnataka,2007-09-01,31.0,84,14.5,10.0,Stormy
Kerala,1990-04-01,33.6,84,12.4,12.5,Cloudy
Andhra Pradesh,1991-04-01,35.0,62,169.4,0.4,Cloudy
Tripura,2013-11-01,11.4,80,188.2,1.5,Sunny
Meghalaya,2001-01-01,35.9,69,148.3,1.8,Rainy
Nagaland,1987-08-01,28.1,88,166.4,3.5,Stormy
Bihar,2022-04-01,17.9,70,49.9,2.0,Rainy
Himachal Pradesh,1993-02-01,11.1,69,34.3,4.0,Sunny
Himachal Pradesh,1995-05-01,23.3,92,116.0,4.4,Sunny
Rajasthan,1998-02-01,10.8,72,280.4,3.4,Sunny
Mizoram,2007-01-01,26.4,37,156.3,8.9,Foggy
Rajasthan,2013-03-01,21.9,52,225.4,0.4,Foggy
Uttarakhand,2019-12-01,15.8,49,174.2,11.3,Sunny
Karnataka,2002-08-01,28.0,21,214.4,9.4,Stormy
Andhra Pradesh,2023-04-01,21.6,90,229.2,13.3,Cloudy
Uttarakhand,1995-06-01,22.4,68,216.6,12.7,Sunny
Uttarakhand,1995-03-01,13.1,37,199.8,9.9,Cloudy
Arunachal Pradesh,1994-04-01,29.9,26,260.1,2.1,Rainy
Tripura,2002-10-01,26.4,53,267.3,0.9,Stormy
West Bengal,2010-12-01,22.9,68,60.0,14.9,Cloudy
Mizoram,2000-05-01,30.7,92,220.3,0.2,Foggy
Chhattisgarh,2021-08-01,21.1,60,155.6,14.4,Rainy
Jharkhand,2013-06-01,10.8,74,93.1,5.7,Foggy
Mizoram,1989-07-01,33.6,62,140.5,2.3,Cloudy
Arunachal Pradesh,1994-08-01,36.9,67,197.0,8.8,Sunny
West Bengal,2003-04-01,10.7,63,275.6,11.3,Rainy
Sikkim,2005-05-01,33.7,51,77.3,8.2,Rainy
Maharashtra,1999-02-01,26.8,33,166.2,0.3,Sunny
Goa,2020-01-01,29.7,71,297.1,9.6,Cloudy
Uttarakhand,2006-04-01,33.4,98,39.2,12.8,Cloudy
Tamil Nadu,1999-10-01,23.4,70,23.7,14.8,Rainy
Gujarat,2015-05-01,18.5,24,144.7,14.3,Stormy
Arunachal Pradesh,2005-09-01,34.8,42,119.3,11.8,Cloudy
Jharkhand,1996-10-01,36.0,58,191.0,3.1,Sunny
Arunachal Pradesh,2012-11-01,39.4,59,199.6,11.1,Rainy
Himachal Pradesh,2001-06-01,13.7,47,257.0,5.0,Stormy
Karnataka,1994-05-01,26.9,97,99.9,4.2,Cloudy
Uttarakhand,2021-01-01,15.3,59,6.6,12.2,Stormy
Andhra Pradesh,1989-07-01,38.0,58,264.7,3.3,Foggy
Gujarat,2004-07-01,34.6,63,89.7,6.3,Sunny
Odisha,1987-07-01,37.3,24,237.7,4.3,Rainy
Rajasthan,2000-02-01,36.0,59,186.3,9.2,Sunny
Arunachal Pradesh,1986-07-01,12.2,62,35.0,7.7,Cloudy
Meghalaya,2013-08-01,14.5,35,18.2,11.3,Stormy
Maharashtra,2000-10-01,32.6,37,108.9,3.3,Stormy
Andhra Pradesh,2010-06-01,25.8,77,1.4,13.5,Sunny
Chhattisgarh,2023-09-01,16.2,57,195.2,13.9,Foggy
Jharkhand,2004-02-01,12.6,56,179.7,9.2,Sunny
Goa,1994-02-01,27.4,36,147.4,3.8,Stormy
Jharkhand,2013-12-01,32.2,56,142.8,2.4,Foggy
Kerala,2013-07-01,36.3,90,82.2,5.6,Foggy
Goa,1992-09-01,32.2,81,83.8,8.2,Sunny
Rajasthan,1996-02-01,30.4,21,13.3,5.1,Rainy
Haryana,1990-09-01,38.5,40,122.5,12.4,Stormy
Meghalaya,1996-09-01,11.9,61,295.6,2.4,Cloudy
Himachal Pradesh,1999-11-01,21.0,67,286.1,1.7,Sunny
Nagaland,1987-09-01,35.6,40,205.9,7.4,Rainy
Tamil Nadu,1996-01-01,33.5,21,221.0,10.9,Foggy
Arunachal Pradesh,2014-06-01,16.6,22,299.8,1.0,Sunny
Chhattisgarh,2015-02-01,22.0,58,150.4,5.8,Foggy
Uttar Pradesh,2010-07-01,25.3,48,58.2,13.4,Sunny
Karnataka,2008-12-01,27.8,65,112.3,7.4,Foggy
Arunachal Pradesh,2000-11-01,15.3,92,81.8,8.3,Cloudy
Tripura,2022-11-01,20.7,37,2.5,0.7,Stormy
Madhya Pradesh,1993-04-01,18.6,27,119.8,5.7,Rainy
Bihar,1997-02-01,13.8,57,25.0,14.0,Foggy
Sikkim,2011-10-01,10.2,58,46.9,3.6,Cloudy
Madhya Pradesh,2015-01-01,23.8,34,244.3,5.4,Sunny
Gujarat,2001-10-01,18.8,56,159.4,10.9,Rainy
Manipur,1988-03-01,11.0,94,133.4,0.5,Cloudy
Punjab,2023-03-01,38.5,86,161.4,13.4,Sunny
Kerala,1996-11-01,20.8,83,290.6,11.4,Sunny
Punjab,2022-11-01,21.1,100,160.0,3.5,Stormy
Assam,2018-11-01,11.0,66,78.6,3.7,Rainy
Sikkim,2018-07-01,34.2,34,137.3,2.2,Cloudy
Karnataka,1986-07-01,14.4,95,173.1,2.3,Stormy
Assam,2011-04-01,12.3,67,291.7,7.1,Rainy
Karnataka,2016-02-01,37.9,65,131.5,0.4,Stormy
Odisha,2023-11-01,30.0,69,295.8,3.2,Cloudy
West Bengal,1995-11-01,29.6,71,238.1,6.5,Stormy
Gujarat,2000-08-01,28.9,58,197.6,1.3,Stormy
West Bengal,1985-08-01,24.6,43,91.4,12.6,Sunny
Uttarakhand,2020-02-01,24.2,74,257.9,13.5,Cloudy
Goa,1993-08-01,34.1,55,45.7,0.7,Cloudy
Haryana,2023-04-01,27.4,73,219.5,12.1,Foggy
Rajasthan,2024-11-01,31.8,72,230.4,11.0,Foggy
Uttar Pradesh,1994-03-01,17.6,63,35.3,10.5,Stormy
Telangana,1993-04-01,32.9,54,108.4,8.7,Sunny
Arunachal Pradesh,2010-05-01,25.9,39,218.4,7.3,Rainy
Mizoram,2024-06-01,37.8,42,151.1,9.9,Sunny
Madhya Pradesh,2000-12-01,29.8,20,174.2,8.7,Stormy
Tamil Nadu,2019-07-01,18.1,38,152.6,12.5,Foggy
Madhya Pradesh,2003-06-01,26.7,78,63.4,9.6,Cloudy
Bihar,1986-03-01,20.9,94,47.9,2.7,Stormy
Nagaland,2003-02-01,39.0,93,52.9,12.9,Foggy
Himachal Pradesh,2013-07-01,37.5,43,84.3,14.4,Sunny
Assam,1991-10-01,33.1,67,96.3,1.1,Stormy
Telangana,2000-11-01,17.8,59,265.4,10.6,Foggy
Chhattisgarh,1991-04-01,13.4,29,33.5,0.5,Rainy
Maharashtra,2013-10-01,21.4,81,283.2,1.2,Cloudy
Gujarat,2016-01-01,20.3,61,88.9,1.2,Rainy
Bihar,1994-05-01,32.1,26,30.4,13.0,Sunny
Bihar,2014-09-01,34.5,41,85.0,4.2,Stormy
Manipur,2003-04-01,30.3,73,146.7,5.2,Foggy
Haryana,1985-09-01,35.7,95,65.8,10.3,Stormy
Maharashtra,2021-03-01,38.0,97,13.8,12.8,Sunny
Mizoram,2014-10-01,14.7,51,30.2,14.0,Stormy
Gujarat,2022-04-01,37.8,20,155.8,2.7,Rainy
Odisha,1988-01-01,37.2,28,127.7,5.1,Sunny
Goa,2019-05-01,26.4,51,121.9,8.0,Rainy
Kerala,2022-11-01,20.7,41,171.6,6.4,Stormy
Karnataka,2020-05-01,21.5,66,41.0,14.1,Sunny
Punjab,2012-09-01,12.7,22,268.4,2.1,Stormy
Madhya Pradesh,2009-02-01,39.9,54,25.1,7.1,Cloudy
Punjab,2024-02-01,30.7,39,296.9,10.2,Cloudy
Meghalaya,2013-05-01,33.5,58,197.3,14.8,Rainy
Karnataka,2006-04-01,35.1,27,198.0,4.1,Stormy
Telangana,1991-06-01,27.0,80,81.8,4.4,Cloudy
Chhattisgarh,2012-11-01,21.7,48,40.5,2.0,Sunny
Arunachal Pradesh,2009-05-01,34.4,91,206.7,6.9,Cloudy
Mizoram,2020-10-01,17.6,80,69.4,1.4,Rainy
Gujarat,1985-07-01,12.0,33,212.0,9.1,Stormy
Chhattisgarh,2004-06-01,38.1,68,29.0,11.8,Foggy
Nagaland,2000-04-01,12.9,84,268.0,13.2,Sunny
Telangana,2010-03-01,39.7,88,241.3,8.3,Foggy
Goa,1996-04-01,25.2,89,248.1,2.7,Rainy
Maharashtra,2021-12-01,24.3,57,11.1,0.4,Foggy
West Bengal,1995-09-01,38.1,88,168.3,6.6,Sunny
Haryana,2019-02-01,21.8,55,142.6,2.4,Foggy
Maharashtra,2002-12-01,23.2,33,269.6,9.5,Sunny
Goa,1985-03-01,18.2,95,151.2,12.0,Sunny
Nagaland,2011-09-01,38.8,59,150.8,14.6,Cloudy
Uttar Pradesh,2002-04-01,37.4,62,143.4,0.6,Stormy
Jharkhand,1992-11-01,21.1,38,148.8,9.6,Rainy
Sikkim,1997-04-01,27.8,35,159.8,8.2,Stormy
Assam,2011-08-01,14.3,24,64.1,8.6,Cloudy
Kerala,2003-01-01,31.9,44,199.4,7.5,Sunny
Telangana,2013-03-01,10.9,67,220.3,8.0,Cloudy
Andhra Pradesh,2011-03-01,23.2,73,56.4,3.1,Stormy
Arunachal Pradesh,1987-03-01,18.7,55,31.7,2.2,Rainy
West Bengal,1994-08-01,22.4,75,295.1,12.3,Stormy
Telangana,1994-06-01,25.6,60,248.6,8.1,Sunny
Odisha,2009-12-01,16.2,84,290.2,11.2,Cloudy
Karnataka,2004-04-01,26.7,87,117.1,10.7,Rainy
Maharashtra,2001-07-01,33.7,44,110.3,8.4,Sunny
Chhattisgarh,2006-03-01,39.4,57,46.6,6.1,Stormy
Tripura,2004-03-01,10.2,60,149.7,3.2,Sunny
Andhra Pradesh,1996-06-01,27.9,83,215.5,14.2,Stormy
Tamil Nadu,1993-12-01,27.0,73,267.9,8.9,Cloudy
Sikkim,1993-08-01,10.5,23,53.7,2.5,Rainy
Mizoram,2012-08-01,33.5,90,276.1,1.8,Rainy
Uttar Pradesh,2009-10-01,24.3,20,90.2,9.3,Stormy
Haryana,2023-12-01,22.2,66,229.7,5.5,Sunny
Chhattisgarh,2008-02-01,18.9,58,176.0,13.0,Stormy
Madhya Pradesh,2018-12-01,20.7,52,51.4,13.3,Rainy
Tamil Nadu,1997-08-01,10.7,85,230.7,8.4,Sunny
Uttarakhand,2023-12-01,22.2,44,122.1,11.3,Foggy
Meghalaya,2022-06-01,29.9,63,239.2,1.6,Rainy
Uttarakhand,1987-03-01,34.8,95,166.1,10.3,Stormy
Uttar Pradesh,2009-08-01,34.8,97,133.3,14.3,Cloudy
Goa,1987-09-01,30.7,46,156.3,12.6,Foggy
Sikkim,2022-06-01,31.9,41,69.5,11.7,Cloudy
Punjab,2019-09-01,33.1,23,5.6,13.7,Rainy
Nagaland,2006-08-01,20.8,30,139.9,14.7,Rainy
Telangana,1998-06-01,13.9,65,244.4,12.0,Foggy
Madhya Pradesh,2000-11-01,12.5,86,196.9,6.0,Rainy
Uttar Pradesh,2022-03-01,16.0,65,288.3,1.3,Rainy
Rajasthan,1991-06-01,21.3,35,83.2,11.5,Stormy
Karnataka,1987-08-01,24.2,66,111.4,14.6,Cloudy
Andhra Pradesh,2019-12-01,36.0,99,156.9,0.9,Rainy
Sikkim,2008-06-01,14.2,67,32.9,10.6,Cloudy
Sikkim,2007-11-01,14.0,66,274.2,3.7,Stormy
Nagaland,1989-12-01,29.7,36,219.6,3.5,Cloudy
Odisha,1991-09-01,22.9,80,49.0,14.8,Rainy
Kerala,1998-09-01,32.6,61,218.2,0.8,Stormy
Sikkim,1989-11-01,35.7,100,270.8,4.7,Rainy
Arunachal Pradesh,2018-05-01,36.9,29,253.6,0.7,Sunny
Madhya Pradesh,1988-08-01,29.4,75,295.9,4.4,Sunny
Mizoram,1998-06-01,34.4,27,43.7,13.0,Cloudy
Arunachal Pradesh,2019-05-01,14.4,54,102.5,1.3,Sunny
Kerala,2006-07-01,27.4,26,24.6,9.8,Rainy
Odisha,2016-09-01,17.2,29,225.9,7.2,Stormy
Meghalaya,2008-06-01,33.0,41,42.3,10.0,Cloudy
Tripura,2006-05-01,25.3,79,106.2,12.5,Foggy
Sikkim,1997-11-01,37.1,74,192.3,2.7,Cloudy
Uttarakhand,2006-02-01,31.1,62,214.7,4.6,Stormy
Meghalaya,1992-08-01,29.1,79,194.0,8.9,Foggy
Telangana,2021-07-01,35.2,35,221.7,9.1,Rainy
Uttarakhand,1996-09-01,31.1,97,33.0,2.8,Foggy
Uttarakhand,2024-11-01,16.0,47,68.8,12.2,Foggy
Mizoram,2018-08-01,17.6,60,37.2,1.8,Foggy
Tamil Nadu,2013-01-01,22.6,90,5.8,12.3,Cloudy
Karnataka,2006-10-01,10.9,70,230.8,9.0,Foggy
Arunachal Pradesh,2007-01-01,12.6,99,53.9,5.2,Foggy
Arunachal Pradesh,1991-08-01,26.2,59,184.2,11.7,Foggy
Bihar,2008-11-01,20.7,74,138.3,10.8,Cloudy
West Bengal,1995-08-01,34.2,84,197.5,14.7,Sunny
Mizoram,2017-04-01,36.2,49,193.8,14.6,Rainy
Kerala,2012-04-01,13.4,48,294.0,8.8,Sunny
Arunachal Pradesh,2020-04-01,30.1,35,18.0,3.2,Rainy
Goa,2011-05-01,10.4,54,12.5,9.9,Sunny
Sikkim,2024-12-01,19.3,75,130.3,5.3,Rainy
Manipur,2000-09-01,35.7,54,41.2,6.0,Rainy
Manipur,1991-02-01,34.1,50,9.6,9.2,Sunny
Tripura,2016-08-01,27.9,73,168.3,13.5,Cloudy
Kerala,1990-10-01,24.0,69,185.2,1.4,Stormy
Karnataka,2016-01-01,34.6,75,136.2,9.2,Cloudy
Maharashtra,1987-06-01,12.7,95,272.4,0.2,Cloudy
Kerala,2010-11-01,34.2,42,165.7,9.0,Stormy
Arunachal Pradesh,2018-07-01,11.1,71,176.5,14.2,Rainy
Rajasthan,1996-06-01,18.1,74,207.5,9.0,Cloudy
Tripura,1994-08-01,28.0,66,0.5,4.5,Cloudy
Karnataka,1997-12-01,18.7,99,89.0,14.8,Rainy
Himachal Pradesh,1992-07-01,39.5,21,131.9,6.5,Rainy
Uttar Pradesh,2003-07-01,37.5,53,188.6,8.0,Stormy
Odisha,1989-04-01,23.8,100,284.2,12.2,Foggy
Sikkim,2003-06-01,13.8,66,40.0,4.4,Sunny
Manipur,1985-01-01,16.4,44,68.6,13.2,Rainy
Meghalaya,1992-11-01,25.1,30,211.1,8.0,Cloudy
Tripura,1992-04-01,22.9,55,172.1,10.5,Stormy
Chhattisgarh,2013-05-01,29.8,80,255.6,10.2,Foggy
Odisha,2012-05-01,11.0,74,285.4,9.7,Rainy
Odisha,1995-11-01,18.5,90,112.4,13.8,Cloudy
Himachal Pradesh,2001-05-01,18.2,58,19.7,9.7,Stormy
Tripura,1999-01-01,20.3,33,270.1,14.2,Sunny
Jharkhand,1997-05-01,19.4,97,76.4,12.8,Cloudy
Manipur,2017-09-01,30.6,85,190.2,4.2,Stormy
Mizoram,2024-02-01,35.3,88,80.7,9.8,Stormy
Rajasthan,2016-08-01,36.0,90,55.7,13.5,Foggy
Andhra Pradesh,1997-10-01,26.2,90,198.9,7.1,Rainy
Himachal Pradesh,2015-12-01,38.1,61,50.2,8.5,Rainy
Mizoram,2010-01-01,27.5,42,22.3,2.3,Sunny
Rajasthan,1985-10-01,32.0,86,67.7,8.4,Foggy
Chhattisgarh,2013-11-01,33.3,94,56.8,11.7,Cloudy
Arunachal Pradesh,1987-11-01,19.4,89,23.4,10.0,Stormy
Haryana,1997-10-01,23.8,96,77.6,1.2,Stormy
Haryana,2003-05-01,37.6,55,200.2,4.9,Stormy
Karnataka,2005-02-01,24.2,73,274.7,4.1,Cloudy
Rajasthan,1985-03-01,22.3,53,187.8,14.4,Rainy
West Bengal,2019-06-01,13.5,24,172.6,10.3,Sunny
Nagaland,1993-10-01,33.6,51,75.2,6.0,Rainy
Nagaland,2014-07-01,17.9,91,147.2,7.7,Stormy
Arunachal Pradesh,2022-04-01,29.3,93,227.6,6.0,Foggy
Jharkhand,2015-02-01,29.4,46,190.0,8.7,Sunny
Gujarat,1991-06-01,25.1,84,259.7,11.9,Foggy
Mizoram,2020-01-01,29.0,52,255.8,0.1,Rainy
Assam,2001-07-01,12.9,85,123.1,10.1,Rainy
Telangana,2012-10-01,34.6,28,291.8,10.0,Rainy
Sikkim,1997-02-01,31.7,90,110.2,9.9,Sunny
Mizoram,1998-05-01,21.6,38,284.2,14.2,Foggy
Madhya Pradesh,2000-05-01,39.6,85,129.0,9.7,Stormy
Tripura,2015-05-01,25.8,91,97.8,12.1,Stormy
Rajasthan,1989-12-01,24.8,61,249.4,2.7,Cloudy
Goa,1995-01-01,29.9,33,167.7,9.1,Sunny
Mizoram,2006-12-01,12.6,27,273.5,10.8,Sunny
Assam,2001-01-01,15.6,99,71.6,3.0,Stormy
Jharkhand,1993-02-01,21.5,24,89.0,1.0,Cloudy
Nagaland,1996-10-01,36.3,80,75.0,1.0,Cloudy
West Bengal,2008-09-01,38.4,26,240.2,2.0,Foggy
Telangana,2023-04-01,24.1,43,64.5,0.8,Stormy
Maharashtra,1989-12-01,33.6,96,248.4,1.4,Cloudy
Rajasthan,1988-05-01,24.3,100,145.0,8.0,Cloudy
Tamil Nadu,1985-04-01,30.8,47,196.1,12.0,Stormy
Sikkim,1997-10-01,16.3,62,269.9,13.9,Foggy
Uttarakhand,2011-07-01,24.7,26,135.3,9.1,Cloudy
Bihar,1997-07-01,22.5,69,20.9,14.1,Stormy
Uttar Pradesh,1996-07-01,25.0,77,283.9,4.5,Sunny
Maharashtra,2010-06-01,29.3,48,0.6,12.2,Foggy
Manipur,1993-10-01,24.1,60,125.6,14.8,Stormy
Mizoram,2013-05-01,11.7,44,103.8,5.0,Rainy
Arunachal Pradesh,1985-08-01,17.6,82,126.1,3.5,Cloudy
Assam,2023-10-01,37.3,78,272.8,8.3,Foggy
Himachal Pradesh,2022-05-01,10.7,47,255.7,12.7,Foggy
Uttarakhand,2005-12-01,24.9,32,2.2,4.7,Sunny
Uttar Pradesh,1995-06-01,17.8,64,4.7,1.6,Rainy
Chhattisgarh,1999-01-01,10.1,73,105.4,12.7,Sunny
Karnataka,2020-06-01,13.5,46,239.0,14.8,Rainy
Sikkim,2015-07-01,18.7,62,32.1,3.2,Rainy
Madhya Pradesh,1998-06-01,24.5,21,229.3,1.0,Stormy
Arunachal Pradesh,2023-12-01,30.3,43,68.5,13.3,Rainy
Haryana,2017-11-01,19.6,84,68.6,3.6,Sunny
Rajasthan,1986-04-01,37.4,98,110.2,9.0,Stormy
Karnataka,2011-12-01,16.4,69,279.6,1.0,Sunny
Rajasthan,2005-06-01,15.6,92,114.7,4.8,Foggy
Goa,2006-01-01,17.1,64,19.8,2.4,Foggy
Kerala,2013-05-01,37.2,87,42.1,9.7,Rainy
Arunachal Pradesh,1990-12-01,33.7,42,261.9,10.4,Rainy
Bihar,2013-04-01,38.8,92,30.6,2.3,Stormy
Chhattisgarh,1999-04-01,18.5,70,192.5,4.3,Foggy
Punjab,1996-11-01,37.8,73,70.1,2.4,Cloudy
Mizoram,1990-12-01,33.4,99,152.2,5.0,Rainy
Jharkhand,1989-11-01,33.9,74,115.9,11.0,Stormy
Punjab,1986-09-01,22.4,81,167.2,3.9,Rainy
Meghalaya,2019-10-01,34.7,66,35.8,13.4,Foggy
Manipur,2019-06-01,22.1,90,4.8,12.9,Sunny
Odisha,2000-04-01,30.3,77,155.2,1.6,Foggy
Goa,1999-09-01,36.4,94,187.8,6.3,Sunny
Manipur,1986-06-01,34.2,40,40.7,6.1,Rainy
Manipur,1990-10-01,25.3,94,202.2,10.0,Cloudy
Haryana,1997-09-01,33.6,58,168.3,7.2,Cloudy
Andhra Pradesh,1997-06-01,34.9,45,223.9,4.7,Sunny
Telangana,2003-10-01,17.3,64,174.5,1.2,Sunny
Telangana,2016-06-01,16.0,75,279.9,0.1,Stormy
Punjab,1999-07-01,12.1,86,258.8,11.0,Cloudy
Mizoram,2001-11-01,11.5,48,94.6,13.7,Foggy
Jharkhand,2010-01-01,10.9,54,19.0,10.9,Rainy
Uttarakhand,1993-12-01,33.0,59,65.5,5.3,Sunny
Meghalaya,2009-07-01,22.8,26,269.2,13.0,Stormy
Kerala,2003-06-01,34.6,95,171.5,7.7,Stormy
West Bengal,2002-07-01,14.7,24,45.9,13.1,Sunny
West Bengal,2012-03-01,17.0,53,246.4,6.1,Rainy
Uttarakhand,1988-01-01,20.5,27,22.3,0.4,Sunny
Punjab,2000-08-01,18.1,28,194.4,8.8,Rainy
Jharkhand,1988-07-01,23.7,48,81.3,10.2,Stormy
Bihar,1989-02-01,35.1,78,12.9,10.8,Rainy
Rajasthan,2018-01-01,17.7,37,117.2,13.4,Stormy
Goa,2014-02-01,24.0,58,188.4,12.2,Rainy
Kerala,2003-08-01,20.0,90,280.8,13.9,Foggy
Manipur,2020-08-01,25.6,41,268.0,3.3,Cloudy
Goa,2016-09-01,21.1,21,229.8,5.8,Rainy
Tripura,2010-10-01,29.6,88,144.3,10.2,Rainy
Punjab,1995-07-01,22.5,29,285.6,8.7,Cloudy
Bihar,1986-12-01,26.4,21,138.2,10.2,Sunny
Kerala,1990-03-01,14.0,75,203.1,5.3,Foggy
Andhra Pradesh,2011-04-01,34.3,29,193.0,7.8,Sunny
Goa,2001-05-01,39.9,92,53.6,14.8,Cloudy
Haryana,1995-11-01,24.7,73,194.7,7.3,Sunny
Chhattisgarh,1999-09-01,18.6,45,81.1,1.7,Foggy
Telangana,1986-07-01,26.5,30,107.7,6.8,Stormy
Kerala,2007-02-01,38.2,21,287.4,5.1,Cloudy
West Bengal,2020-03-01,33.8,87,296.7,14.0,Rainy
Uttarakhand,1989-10-01,18.7,50,149.9,6.0,Rainy
Bihar,1992-06-01,10.2,83,56.4,2.6,Stormy
Nagaland,2016-04-01,10.7,48,76.6,14.5,Stormy
Kerala,2005-12-01,18.3,92,200.8,9.5,Cloudy
Haryana,1997-12-01,11.3,57,161.2,1.5,Sunny
Mizoram,2019-10-01,29.0,47,74.9,5.9,Cloudy
Punjab,1998-05-01,13.9,52,265.1,8.2,Cloudy
Maharashtra,1993-04-01,14.9,46,129.2,0.4,Foggy
Maharashtra,2013-09-01,34.9,98,63.2,1.7,Sunny
Meghalaya,2002-07-01,34.7,90,191.3,0.4,Stormy
Maharashtra,2002-11-01,24.3,52,41.7,12.6,Foggy
West Bengal,2007-11-01,34.7,63,10.3,13.4,Rainy
Himachal Pradesh,2006-06-01,38.6,40,71.5,8.6,Cloudy
Bihar,1987-08-01,16.5,35,281.0,3.4,Sunny
Maharashtra,2021-11-01,26.1,72,41.2,0.4,Rainy
Rajasthan,1990-01-01,37.6,100,216.6,9.5,Cloudy
Telangana,2004-06-01,17.2,94,220.8,12.1,Rainy
Arunachal Pradesh,1994-01-01,13.4,71,88.8,10.9,Sunny
Punjab,2014-09-01,35.5,75,36.0,13.1,Cloudy
Mizoram,1988-08-01,29.5,52,286.0,2.6,Foggy
Goa,2006-07-01,19.1,20,100.8,6.8,Stormy
Kerala,1996-02-01,31.0,70,264.5,14.5,Stormy
Himachal Pradesh,2022-04-01,35.6,89,43.8,12.4,Sunny
